,tpr,tnr,rate,test_set,val_set,Tree,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc
180,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2270.196850393701, 1: 2085.1816666666664}","{0: 6094.535, 1: 6094.535}","{0: 0.7007874015748031, 1: 0.22900000000000004}","{0: 0.3039, 1: 0.3039}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
181,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2270.196850393701, 1: 1955.0}","{0: 6094.535, 1: 6094.535}","{0: 0.7007874015748031, 1: 0.0}","{0: 0.309, 1: 0.309}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
182,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1783.8557434770041, 1: 1491.244466890421}","{0: 6078.14, 1: 4661.87}","{0: 0.7897793699035673, 1: 0.7802845002558731}","{0: 0.30226666666666663, 1: 0.30226666666666663}","{0: 0.343, 1: 0.343}","{0: 1.0, 1: 1.0}","{0: 0.553281423804227, 1: 0.5983999999999999}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
183,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1907.2979002624675, 1: 1605.48513979861}","{0: 6078.14, 1: 4736.48}","{0: 0.7671916010498687, 1: 0.7693650570798647}","{0: 0.30493333333333333, 1: 0.30493333333333333}","{0: 0.325, 1: 0.325}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666667, 1: 0.7003333333333334}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
184,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2032.6817077154847, 1: 1907.6466996833333}","{0: 6094.535, 1: 4647.93}","{0: 0.744248543876398, 1: 0.57272741}","{0: 0.3045333333333333, 1: 0.3045333333333333}","{0: 0.349, 1: 0.349}","{0: 1.0, 1: 1.0}","{0: 0.7818353726362627, 1: 0.8038700000000001}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
185,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1544.3989501312337, 1: 1356.6750527693164}","{0: 6094.535, 1: 3306.27}","{0: 0.8335958005249345, 1: 0.8241745259282901}","{0: 0.30993333333333334, 1: 0.30993333333333334}","{0: 0.674, 1: 0.674}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.4006666666666666}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
186,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1797.6168393724145, 1: 1650.801747291642}","{0: 6083.605, 1: 3223.37}","{0: 0.7872613285686341, 1: 0.7721810165541769}","{0: 0.3082, 1: 0.3082}","{0: 0.694, 1: 0.694}","{0: 1.0, 1: 1.0}","{0: 0.5659213941416389, 1: 0.6097633333333333}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
187,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2038.2402377970275, 1: 1861.1141151333331}","{0: 6094.535, 1: 3297.98}","{0: 0.7432314294973418, 1: 0.6692225849382717}","{0: 0.305, 1: 0.305}","{0: 0.676, 1: 0.676}","{0: 1.0, 1: 1.0}","{0: 0.7869410456062292, 1: 0.8084600000000001}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
188,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 6094.535, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.3055, 1: 0.3055}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.101}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
189,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1544.3989501312335, 1: 2621.657114241001}","{0: 6100.0, 1: 1955.0}","{0: 0.8335958005249345, 1: 0.6269320093896715}","{0: 0.30446666666666666, 1: 0.30446666666666666}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333332, 1: 0.40066666666666656}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
190,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1907.2979002624675, 1: 2680.213612368024}","{0: 6083.605, 1: 1955.0}","{0: 0.7671916010498687, 1: 0.6003333172448466}","{0: 0.3045333333333333, 1: 0.3045333333333333}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.7003333333333333}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
191,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 'EtisLaribDB', 1: 'EtisLaribDB'}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2270.196850393701, 1: 1955.0}","{0: 6094.535, 1: 1955.0}","{0: 0.7007874015748031, 1: 0.688}","{0: 0.30193333333333333, 1: 0.30193333333333333}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.9, 1: 0.9}","{0: 0.7007874015748031, 1: 0.7007874015748031}","{0: 0.30612244897959184, 1: 0.30612244897959184}"
192,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2221.548862067754, 1: 1731.8129698730158}","{0: 635.0, 1: 1093.04}","{0: 0.7096891377735126, 1: 0.36182593209109737}","{0: 0.8728, 1: 0.8728}","{0: 0.347, 1: 0.347}","{0: 0.0, 1: 0.0}","{0: 0.883689284390063, 1: 0.7944366666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
193,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2358.4395424836603, 1: 1955.0}","{0: 635.0, 1: 635.0}","{0: 0.684640522875817, 1: 0.0}","{0: 0.868, 1: 0.868}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 1.0, 1: 0.899}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
194,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1697.926408591245, 1: 1165.8851725326779}","{0: 635.0, 1: 1531.28}","{0: 0.8055029444480796, 1: 0.8238112187125126}","{0: 0.8699333333333334, 1: 0.8699333333333334}","{0: 0.679, 1: 0.679}","{0: 0.0, 1: 0.0}","{0: 0.4387875417130145, 1: 0.39447000000000004}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
195,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1966.1263616557735, 1: 1510.0650504687487}","{0: 635.0, 1: 1071.92}","{0: 0.7564270152505446, 1: 0.7399986717879742}","{0: 0.8686333333333334, 1: 0.8686333333333334}","{0: 0.331, 1: 0.331}","{0: 0.0, 1: 0.0}","{0: 0.6666666666666667, 1: 0.5993333333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
196,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1966.1263616557735, 1: 1851.694777777778}","{0: 635.0, 1: 635.0}","{0: 0.7564270152505446, 1: 0.507156956956957}","{0: 0.8694, 1: 0.8694}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.6666666666666667, 1: 0.5993333333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
197,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1573.8131808278865, 1: 1247.479918549904}","{0: 635.0, 1: 1540.52}","{0: 0.8282135076252723, 1: 0.8405328499945046}","{0: 0.8741, 1: 0.8741}","{0: 0.686, 1: 0.686}","{0: 0.0, 1: 0.0}","{0: 0.3333333333333333, 1: 0.29966666666666664}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
198,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1695.2077087952966, 1: 1341.3072250601567}","{0: 635.0, 1: 1044.2}","{0: 0.8060004192506319, 1: 0.8240330222562086}","{0: 0.8731333333333333, 1: 0.8731333333333333}","{0: 0.31, 1: 0.31}","{0: 0.0, 1: 0.0}","{0: 0.43647756766777907, 1: 0.39239333333333337}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
199,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1573.813180827887, 1: 1586.206801111111}","{0: 635.0, 1: 635.0}","{0: 0.8282135076252722, 1: 0.6241984873699851}","{0: 0.8699333333333334, 1: 0.8699333333333334}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.3333333333333334, 1: 0.29966666666666675}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
200,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 635.0, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.8701666666666668, 1: 0.8701666666666668}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
201,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1443.2501323608171, 1: 2027.4057475715238}","{0: 635.0, 1: 1514.12}","{0: 0.8521042758717627, 1: 0.7396515184630739}","{0: 0.8698, 1: 0.8698}","{0: 0.666, 1: 0.666}","{0: 0.0, 1: 0.0}","{0: 0.22239896180941782, 1: 0.19993666666666662}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
202,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1451.1618542389147, 1: 1600.3613313069911}","{0: 635.0, 1: 1083.8}","{0: 0.8506565683002901, 1: 0.8094227658358663}","{0: 0.8701333333333333, 1: 0.8701333333333333}","{0: 0.34, 1: 0.34}","{0: 0.0, 1: 0.0}","{0: 0.22912124582869858, 1: 0.20598000000000002}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
203,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 1137.7799999999997}","{0: 635.0, 1: 635.0}","{0: 0.9, 1: 0.908}","{0: 0.8687, 1: 0.8687}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.0, 1: 0.0}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
204,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2270.0010672594335, 1: 1808.3970182837609}","{0: 667.79, 1: 967.43}","{0: 0.7008232264850075, 1: 0.3260471343589744}","{0: 0.8210666666666667, 1: 0.8210666666666667}","{0: 0.227, 1: 0.227}","{0: 0.307, 1: 0.307}","{0: 0.9248572487949575, 1: 0.8651133333333333}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
205,"{0: 0.0, 1: 0.0}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2358.4395424836603, 1: 1955.0}","{0: 667.79, 1: 667.79}","{0: 0.684640522875817, 1: 0.0}","{0: 0.8165333333333333, 1: 0.8165333333333333}","{0: 0.0, 1: 0.0}","{0: 0.323, 1: 0.323}","{0: 1.0, 1: 0.9326666666666666}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
206,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1745.0039902905914, 1: 1284.8765351445784}","{0: 662.325, 1: 1394.74}","{0: 0.7968885653631123, 1: 0.8105099491886357}","{0: 0.8143, 1: 0.8143}","{0: 0.559, 1: 0.559}","{0: 0.323, 1: 0.323}","{0: 0.47878754171301446, 1: 0.4640966666666667}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
207,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1966.1263616557735, 1: 1501.3837264705337}","{0: 651.395, 1: 1069.65}","{0: 0.7564270152505446, 1: 0.75578482121691}","{0: 0.8147000000000001, 1: 0.8147000000000001}","{0: 0.321, 1: 0.321}","{0: 0.332, 1: 0.332}","{0: 0.6666666666666667, 1: 0.633}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
208,"{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2008.9535202391426, 1: 1866.3739189333335}","{0: 656.86, 1: 801.875}","{0: 0.7485903897092145, 1: 0.5585345784184185}","{0: 0.8165333333333333, 1: 0.8165333333333333}","{0: 0.114, 1: 0.114}","{0: 0.331, 1: 0.331}","{0: 0.7030552465702633, 1: 0.6657133333333334}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
209,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1573.8131808278865, 1: 1282.6954125187117}","{0: 651.395, 1: 1510.16}","{0: 0.8282135076252723, 1: 0.8357201224479631}","{0: 0.8098000000000001, 1: 0.8098000000000001}","{0: 0.663, 1: 0.663}","{0: 0.346, 1: 0.346}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
210,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1757.1224964436399, 1: 1386.2552452669875}","{0: 673.255, 1: 1261.05}","{0: 0.7946710893973212, 1: 0.8086421624363097}","{0: 0.8124333333333333, 1: 0.8124333333333333}","{0: 0.466, 1: 0.466}","{0: 0.338, 1: 0.338}","{0: 0.48908416759362255, 1: 0.47335333333333335}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
211,"{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1737.205729399163, 1: 1675.58086}","{0: 673.255, 1: 932.925}","{0: 0.7983155115463563, 1: 0.6424453235294117}","{0: 0.8179333333333334, 1: 0.8179333333333334}","{0: 0.205, 1: 0.205}","{0: 0.311, 1: 0.311}","{0: 0.4721616611049315, 1: 0.45814000000000005}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
212,"{0: 1.0, 1: 1.0}","{0: 0.0, 1: 0.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1181.5, 1: 6100.0}","{0: 689.65, 1: 1955.0}","{0: 0.9, 1: 0.0}","{0: 0.8131333333333334, 1: 0.8131333333333334}","{0: 1.0, 1: 1.0}","{0: 0.345, 1: 0.345}","{0: 0.0, 1: 0.033666666666666664}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
213,"{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1488.8483573493663, 1: 2164.904648256761}","{0: 684.185, 1: 1669.88}","{0: 0.8437605933486978, 1: 0.7129438764092539}","{0: 0.8137333333333333, 1: 0.8137333333333333}","{0: 0.784, 1: 0.784}","{0: 0.334, 1: 0.334}","{0: 0.26114200964034107, 1: 0.26843333333333325}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
214,"{0: 1.0, 1: 1.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1642.4396222260993, 1: 2031.5963224233283}","{0: 673.255, 1: 1403.24}","{0: 0.8156560618067522, 1: 0.7273549485369533}","{0: 0.8084, 1: 0.8084}","{0: 0.582, 1: 0.582}","{0: 0.367, 1: 0.367}","{0: 0.39164256581386725, 1: 0.3857533333333333}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
215,"{0: 1.0, 1: 1.0}","{0: 1.0, 1: 1.0}","{0: 0.3333333333333333, 1: 0.3333333333333333}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 1562.650365293318, 1: 1425.3580935333332}","{0: 667.79, 1: 1065.32}","{0: 0.8302561088209849, 1: 0.8311921466666666}","{0: 0.8154, 1: 0.8154}","{0: 0.326, 1: 0.326}","{0: 0.326, 1: 0.326}","{0: 0.3238487208008899, 1: 0.3248066666666667}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
216,"{0: 0.0, 1: 0.0}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 0.6666666666666666, 1: 0.6666666666666666}","{0: 'EndoCV2020', 1: 'EndoCV2020'}","{0: 'CVC-ClinicDB', 1: 'CVC-ClinicDB'}","{0: 'Base Tree', 1: 'Detector Tree'}","{0: 2315.6298394367013, 1: 1973.6794382991452}","{0: 727.905, 1: 869.145}","{0: 0.6924739543574197, 1: 0.27144585128205134}","{0: 0.7533666666666666, 1: 0.7533666666666666}","{0: 0.107, 1: 0.107}","{0: 0.7, 1: 0.7}","{0: 0.9636262513904338, 1: 0.9336333333333333}","{0: 0.9, 1: 0.9}","{0: 0.684640522875817, 1: 0.684640522875817}","{0: 0.7007874015748031, 1: 0.7007874015748031}"
